id,Default,0,1
C_209,0,99.25,0.75
C_047,0,71.07,28.93
C_524,0,97.61,2.39
C_256,0,99.5,0.5
C_682,0,97.17,2.83
C_030,0,80.12,19.88
C_732,0,94.14,5.86
C_872,0,99.46,0.54
C_569,0,99.9,0.1
C_660,0,99.85,0.15
C_943,0,99.35,0.65
C_893,0,99.65,0.35
C_818,0,96.03,3.97
C_996,0,99.65,0.35
C_239,0,95.68,4.32
C_154,0,91.96,8.04
C_915,0,98.21,1.79
C_966,1,43.08,56.92
C_125,0,94.93,5.07
C_100,0,60.31,39.69
C_923,0,62.91,37.09
C_510,0,99.7,0.3
C_365,0,82.59,17.41
C_576,0,96.72,3.28
C_241,0,94.68,5.32
C_331,0,66.03,33.97
C_184,0,75.87,24.13
C_159,0,90.85,9.15
C_969,0,93.58,6.42
C_570,0,99.16,0.84
C_211,0,78.4,21.6
C_741,0,73.96,26.04
C_149,0,99.8,0.2
C_462,0,88.15,11.85
C_057,0,88.16,11.84
C_962,0,97.61,2.39
C_162,0,99.85,0.15
C_718,0,63.49,36.51
C_083,0,99.9,0.1
C_379,0,96.17,3.83
C_589,0,97.11,2.89
C_097,0,84.13,15.87
C_564,0,84.43,15.57
C_930,0,98.9,1.1
C_440,0,96.12,3.88
C_779,0,78.0,22.0
C_537,0,55.89,44.11
C_607,0,91.6,8.4
C_278,0,77.06,22.94
C_939,0,71.78,28.22
C_957,0,94.64,5.36
C_800,0,91.05,8.95
C_778,0,82.18,17.82
C_911,0,95.12,4.88
C_638,0,92.38,7.62
C_409,1,37.79,62.21
C_721,0,87.06,12.94
C_179,0,99.75,0.25
C_811,0,94.34,5.66
C_225,0,97.32,2.68
C_683,0,100.0,0.0
C_502,0,90.46,9.54
C_885,0,97.12,2.88
C_158,0,99.45,0.55
C_457,0,99.95,0.05
C_604,1,43.6,56.4
C_201,0,80.05,19.95
C_424,0,99.85,0.15
C_042,0,93.99,6.01
C_410,0,86.33,13.67
C_132,0,99.16,0.84
C_014,0,80.8,19.2
C_954,0,87.21,12.79
C_078,0,96.47,3.53
C_020,0,90.79,9.21
C_504,0,100.0,0.0
C_421,0,96.42,3.58
C_425,0,73.06,26.94
C_268,0,94.04,5.96
C_566,0,87.71,12.29
C_062,0,99.35,0.65
C_250,0,99.2,0.8
C_233,0,99.65,0.35
C_120,0,69.99,30.01
C_910,0,80.56,19.44
C_096,0,98.51,1.49
C_350,0,94.53,5.47
C_871,0,93.58,6.42
C_144,0,99.26,0.74
C_814,0,96.37,3.63
C_260,0,98.16,1.84
C_953,0,79.8,20.2
C_255,0,98.66,1.34
C_126,0,99.75,0.25
C_438,0,99.55,0.45
C_245,0,99.5,0.5
C_942,0,68.66,31.34
C_571,0,67.92,32.08
C_301,0,67.28,32.72
C_487,0,95.78,4.22
C_993,0,78.05,21.95
C_142,0,96.13,3.87
C_378,0,91.85,8.15
C_933,0,93.54,6.46
C_044,0,97.61,2.39
C_518,0,93.34,6.66
C_164,0,99.9,0.1
C_387,0,82.8,17.2
C_143,0,100.0,0.0
C_827,0,82.7,17.3
C_690,0,99.11,0.89
C_679,0,91.9,8.1
C_673,0,82.15,17.85
C_784,0,63.45,36.55
C_805,0,85.44,14.56
C_506,0,95.63,4.37
C_431,0,98.51,1.49
C_525,0,99.45,0.55
C_382,0,81.89,18.11
C_558,0,86.72,13.28
C_542,0,62.83,37.17
C_080,0,70.77,29.23
C_355,0,87.96,12.04
C_712,0,95.58,4.42
C_532,0,76.23,23.77
C_991,0,91.15,8.85
C_774,0,98.06,1.94
C_029,0,88.91,11.09
C_574,0,99.9,0.1
C_458,0,98.96,1.04
C_079,0,97.96,2.04
C_148,0,73.29,26.71
C_156,0,99.9,0.1
C_987,0,98.56,1.44
C_870,0,99.21,0.79
C_691,0,89.41,10.59
C_970,0,99.65,0.35
C_157,0,99.21,0.79
C_630,0,93.79,6.21
C_392,0,99.5,0.5
